key,value
9493,103,
9494,91,
9495,185,
9496,106,
9497,67,
9498,58,
9499,48,
9500,131,
9501,47,
9502,53,
9503,43,
9504,153,
9505,32,
9506,77,
9507,154,
9508,39,
9509,95,
9510,28,
9511,28,
9512,49,
9513,88,
9514,73,
9515,130,
9516,91,
9517,122,
9518,224,
9519,136,
9520,48,
9521,53,
9522,62,
9523,45,
9524,99,
9525,100,
9526,74,
9527,51,
9528,108,
9529,76,
9530,44,
9531,43,
9532,99,
9533,49,
9534,77,
9535,128,
9536,45,
9537,89,
9538,77,
9539,43,
9540,92,
9541,44,
9542,53,
9543,25,
9544,102,
9545,81,
9546,158,
9547,73,
9548,230,
9549,35,
9550,38,
9551,51,
9552,28,
9553,70,
9554,172,
9555,48,
9556,70,
9557,145,
9558,76,
9559,145,
9560,56,
9561,66,
9562,116,
9563,58,
9564,54,
9565,58,
9566,66,
9567,65,
9568,39,
9569,85,
9570,85,
9571,93,
9572,64,
9573,73,
9574,61,
9575,106,
9576,73,
9577,61,
9578,106,
9579,58,
9580,129,
9581,97,
9582,77,
9583,77,
9584,68,
9585,185,
9586,101,
9587,84,
9588,31,
9589,35,
9590,56,
9591,35,
9592,83,
9593,70,
9594,109,
9595,30,
9596,97,
9597,38,
9598,133,
9599,62,
9600,112,
9601,47,
9602,90,
9603,37,
9604,60,
9605,267,
9606,29,
9607,40,
9608,72,
9609,35,
9610,61,
9611,92,
9612,38,
9613,45,
9614,1,
9615,99,
9616,44,
9617,39,
9618,99,
9619,235,
9620,26,
9621,87,
9622,80,
9623,38,
9624,53,
9625,152,
9626,36,
9627,20,
9628,9,
9629,57,
9630,106,
9631,41,
9632,53,
9633,139,
9634,55,
9635,65,
9636,58,
9637,65,
9638,106,
9639,40,
9640,137,
9641,106,
9642,21,
9643,26,
9644,94,
9645,83,
9646,70,
9647,59,
9648,72,
9649,62,
9650,84,
9651,43,
9652,124,
9653,43,
9654,62,
9655,145,
9656,244,
9657,76,
9658,41,
9659,30,
9660,21,
9661,183,
9662,63,
9663,46,
9664,82,
9665,73,
9666,29,
9667,59,
9668,74,
9669,38,
9670,106,
9671,40,
9672,50,
9673,40,
9674,176,
9675,48,
9676,34,
9677,82,
9678,146,
9679,45,
9680,78,
9681,71,
9682,161,
9683,35,
9684,40,
9685,44,
9686,20,
9687,49,
9688,78,
9689,59,
9690,85,
9691,41,
9692,50,
9693,48,
9694,65,
9695,38,
9696,24,
9697,49,
9698,78,
9699,116,
9700,62,
9701,180,
9702,16,
9703,38,
9704,73,
9705,66,
9706,54,
9707,20,
9708,100,
9709,206,
9710,134,
9711,122,
9712,88,
9713,149,
9714,135,
9715,113,
9716,44,
9717,91,
9718,26,
9719,180,
9720,44,
9721,127,
9722,43,
9723,20,
9724,21,
9725,28,
9726,95,
9727,61,
9728,113,
9729,112,
9730,58,
9731,92,
9732,78,
9733,68,
9734,92,
9735,106,
9736,90,
9737,41,
9738,63,
9739,30,
9740,147,
9741,59,
9742,51,
9743,32,
9744,70,
9745,75,
9746,44,
9747,24,
9748,45,
9749,86,
9750,133,
9751,195,
9752,63,
9753,57,
9754,60,
9755,56,
9756,27,
9757,77,
9758,61,
9759,32,
9760,129,
9761,84,
9762,58,
9763,28,
9764,62,
9765,19,
9766,56,
9767,127,
9768,42,
9769,24,
9770,104,
9771,89,
9772,62,
9773,21,
9774,54,
9775,53,
9776,82,
9777,85,
9778,118,
9779,127,
9780,97,
9781,29,
9782,47,
9783,130,
9784,180,
9785,52,
9786,95,
9787,86,
9788,51,
9789,74,
9790,87,
9791,62,
9792,173,
9793,44,
9794,98,
9795,76,
9796,39,
9797,44,
9798,38,
9799,34,
9800,46,
9801,88,
9802,97,
9803,75,
9804,29,
9805,115,
9806,42,
9807,21,
9808,128,
9809,21,
9810,113,
9811,36,
9812,58,
9813,29,
9814,147,
9815,174,
9816,22,
9817,27,
9818,24,
9819,20,
9820,51,
9821,173,
9822,75,
9823,95,
9824,16,
9825,45,
9826,56,
9827,67,
9828,119,
9829,27,
9830,65,
9831,79,
9832,59,
9833,96,
9834,88,
9835,192,
9836,170,
9837,142,
9838,317,
9839,65,
9840,30,
9841,51,
9842,40,
9843,55,
9844,96,
9845,112,
9846,79,
9847,51,
9848,43,
9849,150,
9850,152,
9851,13,
9852,53,
9853,60,
9854,72,
9855,204,
9856,106,
9857,105,
9858,23,
9859,95,
9860,212,
9861,85,
9862,54,
9863,31,
9864,98,
9865,44,
9866,80,
9867,148,
9868,21,
9869,78,
9870,39,
9871,140,
9872,71,
9873,25,
9874,49,
9875,19,
9876,189,
9877,102,
9878,96,
9879,108,
9880,15,
9881,15,
9882,136,
9883,109,
9884,64,
9885,83,
9886,77,
9887,32,
9888,183,
9889,59,
9890,18,
9891,77,
9892,51,
9893,39,
9894,53,
9895,88,
9896,18,
9897,79,
9898,76,
9899,86,
9900,114,
9901,49,
9902,37,
9903,70,
9904,20,
9905,22,
9906,26,
9907,23,
9908,50,
9909,79,
9910,86,
9911,58,
9912,10,
9913,43,
9914,94,
9915,134,
9916,142,
9917,29,
9918,59,
9919,86,
9920,147,
9921,32,
9922,132,
9923,184,
9924,68,
9925,68,
9926,83,
9927,46,
9928,46,
9929,82,
9930,59,
9931,275,
9932,15,
9933,105,
9934,87,
9935,103,
9936,34,
9937,124,
9938,69,
9939,97,
9940,71,
9941,75,
9942,169,
9943,125,
9944,63,
9945,72,
9946,200,
9947,35,
9948,230,
9949,26,
9950,103,
9951,82,
9952,125,
9953,196,
9954,78,
9955,94,
9956,65,
9957,45,
9958,167,
9959,199,
9960,56,
9961,55,
9962,44,
9963,126,
9964,36,
9965,22,
9966,25,
9967,10,
9968,53,
9969,24,
9970,227,
9971,164,
9972,29,
9973,12,
9974,44,
9975,27,
9976,66,
9977,95,
9978,16,
9979,70,
9980,40,
9981,22,
9982,162,
9983,140,
9984,29,
9985,60,
9986,31,
9987,65,
9988,44,
9989,286,
9990,91,
9991,158,
9992,126,
9993,35,
9994,165,
9995,50,
9996,59,
9997,120,
9998,68,
9999,67,
